caption,answer
We are bidding farewell to backpacking season with a good laugh from @sowewent and their kids. | 🎥 @sowewent | Featured packs from the Aether/Ariel and Poco Series | #OspreyPacks,write a post about backpacking season with a funny video and mention Osprey Packs
"To wrap up Hispanic Heritage Month, #OspreyAmbasador and honorary maestro de los memes (master of memes) @josebilingue has graced us with his talents once more.

Have a good laugh with him and remember to honor and celebrate Hispanic and Latine folks and their diverse cultures year-round.

#OspreyPacks #OspreyAmbassador #HispanicHeritageMonth",write a post about celebrating Hispanic Heritage Month with a backpack
Public Transit 🤝 Trailheads | 🎥  @beyondyourcomfortzone | Featured pack from the Kestrel/Kyte Series | #OspreyPacks,write a post about using backpacks for commuting on public transportation
"""I went backpacking on an empty island for a week to surf with my friends, it was fun."" | 📷 @trent_edmondson | #OspreyPacks",write a caption for a backpacking trip with friends on an empty island
"GOOD NEWS! On October 7th between 6:30am and 7:30am all 20 athletes from the 2022 @RompGlobal team made the summit of Cotopaxi. This is the first time in Climbing for ROMP’s 8 year history that 100% of their climbers stood on the summit.

We are overwhelmed with joy for this team of athletes and proud to support them.

""This climb has a mission much bigger than 19,374 ft. Our message is that all amputees deserve access to prosthetic care, community, and the outdoors. We climb for change, we climb for mobility, we climb for ROMP."" - LP Panasewicz, ROMP 

#OspreyPacks #MobilityForAll",write a post about the RompGlobal team climbing Cotopaxi with a focus on supporting amputees and promoting Osprey Packs.
Riding off into the sunset has never looked so good. | 🎥 @malloryperigo | #OspreyPacks,write a caption for a backpack post with a video of someone riding a motorcycle
Someone snagged front row seats to alpine fasion week 💅🏼 | 🎥 @chelseaweisgerber | Featured pack from the Stratos/Sirrus Series | #OspreyPacks,write a caption for a fashion-forward backpack post
"We respect the work of Native tribes, reshaping how ancestral lands are protected and restored. Recently, the Bears Ears Inter-Tribal Coalition released their Land Management Plan (LMP), injecting Indigenous Knowledge and Native practices into the planning and management of Bears Ears. 

“… We learn that way not to deplete or abuse what we’re given—and that there’s always something for us when we go back.” – Chris Lewis, Zuni fiber artist, Board Member for the Greater Bears Ears Partnership @bearsearspartnership (formerly Friends of Cedar Mesa) and Native Scholar on the Cedar Mesa Perishables Project. 

Learn more via the link in our bio.

📷 Semira Crank | #OspreyPacks",write a post about the collaboration between Native tribes and Osprey Packs for land conservation
"Summer may be over but we have lots of memories to sit with while we ask ourselves, which direction will we go in next? (psst. there's a really cool giveaway happening over at @thruhikesyndicate where you could win a brand new Osprey pack) | @thruhikesyndicate ambassador @adventureswithanjelica | Featured pack from the Aether/Ariel Pro Series | #OspreyPacks #ThruHikeSyndicate",write a post about backpack giveaway with a mention of ThruHikeSyndicate and Osprey Packs
"For Breast Cancer Awareness Month, we’re proud to highlight Breast Cancer Prevention Partners (@bcppartners), a leading science-based advocacy organization whose work aims to eliminate cancer-causing exposure to toxic chemicals and radiation. 

Each year, Osprey partners with BCPP to support their Climb Against the Odds fundraiser, providing packs and sponsoring an employee to join their annual ascent of Mount Shasta in California. This year, #OspreyEmployee Erin Kuhlman (@erinkuhl93) took on the task, raising over $7,000 for their cause and writing about her experience along the way. 

#OspreyPacks #OspreyEmployee",write a post about Osprey's partnership with Breast Cancer Prevention Partners and their Climb Against the Odds fundraiser
"“It is a huge benefit to see yourself represented in anything you do. We just want to help people of color find their path.” - Phil Henderson @phil_henderson, Expedition Leader for @fullcircleeverest 

Until May 12, 2022, only eight Black climbers had ever summitted Mount Everest. On that day, that total nearly doubled as the Full Circle Expeditions team’s seven members made history: the first all-Black team to summit the world’s highest peak. 

In honor of their achievement and to support for their continued mission, we are donating 5% of our online sales from Sept. 30 – Oct. 6, up to $10,000, to Full Circle Expeditions. Gear up for the seasons ahead and help them with their goal to “inspire the next generation of outdoor enthusiasts, educators, leaders and mountaineers of color to continue chasing their personal summits.”

Shop & give back and read more via the link in our bio. 

📷 @thegreenevan | 🖊 @vanessa_chav | #OspreyPacks",write a post about supporting Black climbers and donating to Full Circle Expeditions
Best friends for life. 👯‍♀️ | 📷 @playmore.exploremore | Featured pack from the Daylite Kids Series | #OspreyPacks,write caption for instagram post featuring backpack for kids
"#OspreyAmbassador @josebilingue's friends and colleagues have been generous to share how they bring their culture into the outdoors as a celebration of Hispanic Heritage Month. What do you bring into the outdoors that helps you feel connected to your own culture?

Featuring: @josebilingue @huarachesverdes, @OfficialJazzari, @viva_la_van_

#OspreyPacks #OspreyAmbassador",write a post about backpacks and cultural connection
If only. | 🎥 @seasonedlittletraveler | Featured pack from the Poco Series | #OspreyPacks,write a short caption for a video featuring a backpack from the Poco Series
Someone give this good pup a treat! | 📷 @jessssshaw and @_endsofthearth_ | Featured pack from the Manta/Mira Series | #OspreyPacks,write caption for a dog with an Osprey backpack
We hope your weekend is looking something like this. | 📷 @gracefoubert | Featured pack from the Farpoint/Fairview Series | #OspreyPacks,write a caption for a weekend adventure backpack post
Happy International Coffee Day! Tag your local coffee shop below and give them some love for always being there to fuel your work and play. | ☕️ @coffeebearsilverton | Featured pack from the Transporter Roll Top Series | #OspreyPacks,write a post about backpacks and coffee on International Coffee Day
"Tomorrow is National Public Lands Day, how will you celebrate responsibly? | 📷 @switchbackimages | Featured pack from the Talon/Tempest Series | #OspreyPacks

#NPLD #publiclands #FindYourPark #RecreateResponsibly",write a post about backpacks and National Public Lands Day
Hot tips for coming in hot to those uphill climbs! | 🎥 @shred_sisters | Featured pack from the Sisken/Salida Series | #OspreyPacks,write a post about backpacking tips with a video and mention Osprey Packs
"So, you’re skeptical about trying out trail running? Maybe you’ve wanted to try it, but something is holding you back from getting off the pavement and hitting the dirt. Here are seven myths that shouldn’t keep you from getting out there this season. 

After all, if you can run, you can trail run. 

Debunk some trail running myths via the link in our bio! #OspreyPacks",write a post about debunking trail running myths with a mention of Osprey Packs
"“… it was through an elementary school field trip that I first visited sequoias at a state park, and it provided an impressive memory that would seed a connection to the outdoors.” 

José González (@josebilingue), Founder of @LatinoOutdoors and #OspreyAmbassador, grappled with dual identities after immigrating from Mexico to the U.S. as a fourth grader. His relationship with the outdoors shifted in the States, eventually leading him on a path of cultural discovery.

Today, Latino Outdoors is a nonprofit that inspires, connects and engages Latine communities in the outdoors, ensuring their history, heritage and leadership are valued and represented.

Read his story via the link in our bio! #OspreyPacks #OspreyAmbassador",write a post about the founder of Latino Outdoors and his connection to the outdoors
Winter is coming... | 🎥 @haydlynch @kevineassa | Featured pack from the Soelden/Sopris Series | #OspreyPacks,write a caption for a winter-themed backpack post
Not pictured: the journey. | 🎥 @nikkiicorinne | Featured pack from the Aether/Ariel Series | #OspreyPacks,write a caption for a backpack post with a video and mention the Osprey Aether/Ariel Series
Revel in these last moments of summer with good company. | 📷 @sup_with_pup | Featured pack from the Poco LT Series | #OspreyPacks,write a caption for a backpack post featuring a dog and a summer adventure
Freeze frame. | 🎥 @alexfelstead @jamesnorbury_ | Featured pack from the Duro/Dyna Series | #OspreyPacks,write a caption for an Instagram post featuring a backpack from the Duro/Dyna Series
"Did we start a backpack company expecting to play a small role in your weddings? No. Are we touched every time you trust us to bring your celebrations into far away places? Absolutely. Congrats to all the newly weds out there this wedding season! | 📷 Kelsey Young @kyoung.photo, 👰 @bethany.m.hall, 🤵 Eric Hall @tnman98 | Featured packs from the Manta/Mira Series | #OspreyPacks",write a caption for a wedding photo featuring backpacks
Packing for your travels includes more than clothes and toiletires. We were thrilled to learn that our Transporter Carry-On helped make @sleepapneastories’ travels more comfortable with her Sleep Apnea machine. | 🎥 @sleepapneastories | Featured pack from the Transporter Carry-On Series | #OspreyPacks #travel,write a post about how a backpack helped someone with their travels
"This Hispanic Heritage Month, we're looking to #OspreyAmbassador @josebilingue and his friends and colleagues to teach us more about how they celebrate their culture outside. Do you have a favorite trail hot sauce or snack?

Featuring: @josebilingue @huarachesverdes, @ludel_life, @OfficialJazzari, @viva_la_van_
#OspreyPacks #OspreyAmbassador

Music: Quasi Motion by Kevin MacLeod",write a post about backpacks and Hispanic Heritage Month
We interupt your usual aventure dog content for this feline moment. | 🎥 @meow_taineer | Featured pack from the Talon/Tempest Series | #OspreyPacks,write a post about a backpack featuring a cat
"Colorado may claim the most 14,000-foot peaks while Alaska boasts the highest, but scattered amongst the Sierras and Cascades of California is a humble yet hugely scenic group of towering mountains. 

Discover the 12 fourteeners of the Golden State via the link in our bio. #OspreyPacks",write a post about backpacks and California mountains
"Exciting updates are coming soon from @kendraslagter after completing the Tour du Mont Blanc with her parents, @lisaslagter and @wheresrunnerken! | 🎥  @kendraslagter | Featured pack from the Levity/Lumina Series | #OspreyPacks #TMB #tourdymontblanc #hikeeurope #hiketheworld",write caption for instagram post about backpacking in Europe
"School is back in session, what are you packing? | 🎥 @jadon.price | Featured pack from the Archeon Series | #OspreyPacks",write a caption for a back-to-school backpack post
"🌽 ""We can't imagine a more beautiful thing."" | 🎥 @sarahmclaughlin | #ospreypacks",write a short poetic caption for a backpack post
How do you NOT pick up a good boy with that face? | 📷 @GoldenLifeOf.Louie | Featured pack from the Daylite Series | #OspreyPacks,write caption for instagram post featuring a dog and an Osprey backpack
"#OspreyAthlete @narrowgreenarrow staying loose and relaxing on the Italian side of Mont Blanc before the big race this weekend in the all new Duro 6 running vest. 

Join us in cheering on Tyler during @utmbmotblanc as he circumnavigates the mountain and leave a comment below sending him well wishes in one of the world's most impressive ultra running races! 

📷 @jordanrfpr | Featured pack from the all new Duro/Dyna Series | #OspreyPacks",write a supportive message for a runner participating in a race with an Osprey backpack.
"Don’t miss out on our Family Hiking Giveaway, with wonderful prizes to get your family out on the trail together from our friends at @lekiusa, @ledlenserusa, @outdoorresearch, @n_o_c_s, @falcon.guides, @benchmarkmaps, @ruffwear and @adventuremedicalkits.
 
Enter to win over $1,800 in gear by: 
1: Liking this post 
2: Following each brand @ospreypacks, @lekiusa, @ledlenserusa, @outdoorresearch, @n_o_c_s, @falcon.guides, @benchmarkmaps, @ruffwear and @adventuremedicalkits.
3: Following the giveaway link in our bio 

Giveaway closes Monday 8/29/22 at 11:59 PM MT. ONE random winner will be selected and notified by email.
 
* This giveaway is not sponsored, endorsed, or administered by Instagram and you must be over 18 years old, and located in the United States, to receive the prize. Enter between August 23 and August 29 to qualify.
 
#OspreyPacks",write text for family hiking giveaway with multiple brands
"“We’ve had so many fun adventures throughout the years, and it’s always so great to read messages or hear from people that Kaia has inspired them to hike and travel with their dogs. It’s even greater seeing more and more people battle the stigma of small dogs on big hikes.” – Nicol Nguyen @whereskaia

Sometimes, big personalities come in little packages. That’s the case for Kaia, the Pembroke Welsh Corgi tackling big adventures with her owner, Osprey Ambassador Nicol Nguyen. 

This International Dog Day, let’s celebrate our four-legged trail buddies, big and small. Read about Nicol and Kaia’s story and how they get out on the trails together via the link in our bio.

#OspreyPacks #OspreyAmbassador #InternationalDogDay",write a post about a corgi hiking with its owner and promoting Osprey backpacks
Ever seen a photo that just instantly brightened your day? Now you have. | 📷@emsecord | Featured pack from the Poco LT Series | #OspreyPacks,write caption for instagram post featuring a backpack from the Poco LT Series
Send it Sunday! | 🎥 @a.damlucas | Featured pack from the Seral Series | #OspreyPacks,write a caption for an Instagram post featuring the Osprey Seral Series backpack.
Take a load off. | 📷 @psychedelicu | Featured pack from the Exos/Eja Series | #OspreyPacks,write a short caption for a backpack photo
"“I often see classes with the Campus Naturalists, a student-led organization, wading through flooded cypress domes, chest deep in the water, squealing with nerves and excitement as they walk deeper into the crystal-clear freshwater.” – Samantha Troast 

A good campus creates an environment for learning, exploration and adventure, both in and outside of class. At Florida Gulf Coast University, this means integrating their relationship with the natural environment—and wildlife—into the syllabus, culture and extracurriculars throughout the year. 

Learn more via the link in our bio! #OspreyPacks #OspreyOnCampus",write a post about backpacks and their connection to education and outdoor exploration
Priorities change when you become a packing parent. | 🎥 @amay_mae | Featured pack from the Atmos/Aura AG Series | #OspreyPacks,write a post about backpacks for parents
🧡 The only thing better than hitting the trails is being swept off your feet along the way. | 📷 @biggayadvanture | Featured pack from the Syncro/Sylva Series | #OspreyPacks,write a caption for a backpack post with a romantic theme
Ridgeline runs are pure joy. | 🎥 @julianatasza | Featured pack from the Duro/Dyna Series | #OspreyPacks,write a caption for a video of someone running with an Osprey backpack
"If you're not matching your outfit with your dog's harness, what are you even doing? | 📷 @Mjuell and @Mollystaffyy | Featured pack from the Talon/Tempest Series | #OspreyPacks",write a caption for a backpack post featuring a dog and matching outfit
"Just a hop, skip, and jump into the weekend. | 📷 @Springerspaniel_adventures | Featured pack from the Kestrel/Kyte Series | #OspreyPacks",write caption for backpack post with weekend vibes and featuring the Kestrel/Kyte Series
Take comfort in feeling small on this big blue dot. | 🎥 @etchd | #OspreyPacks,write a short poetic caption about the sense of adventure and exploration that a backpack can provide.
"It’s the earth beneath our feet, the canopies that rise above and the waters that flow around us that ignite our passion for the outdoors. The limited-edition Desert, Tundra and Ocean Talon Earth packs embody our ardor, setting a new bar for innovation and sustainability as Osprey’s first-ever bluesign® product. 

#OspreyPacks",write a post about Osprey's limited-edition Earth packs
This is your reminder to warm up properly before your runs. | 🎥 @taymims_hybridcoach | Featured pack from the Duro/Dyna Series | #ospreypacks,write a post about the importance of warming up before runs with a mention of Osprey Packs.
"✏️ CAMPUS GIVEAWAY 📚

Gear up for a semester of adventure and win a brand-new Flare backpack in Night Shift Blue from our Campus collection—ready to tackle everything from the classroom to the trail. 

Follow @ospreypacks on Instagram, like this post and comment below telling us why your college or university has the best campus for adventure for a chance to win, now through August 18. 

Show us what #OspreyOnCampus means to you. 

This giveaway is not sponsored, endorsed, or administered by Instagram and you must be over 18 years old, and located in the United States, to receive the prize.
#ospreypacks #giveaway

#collegelife #backtocampus #backtoschool #collegedays #university #dormsweetdorm #schoollife  #firstdayofcollege #firstdayofschool #firstday2022",write text for backpack giveaway targeting college students
"FAMILY HIKE GIVEAWAY! Take family time to the trail with our Family Hiking Giveaway, valued over $1,800 and brought to you with the help of our friends at @lekiusa, @ledlenserusa, @outdoorresearch, @n_o_c_s, @falcon.guides, @benchmarkmaps, @ruffwear and @adventuremedicalkits.
 
Prizes include: 
@lekiusa - 2 pair Makalu Lite - 2 pair Voyager
@ledlenserusa - 2 sets of Kidled4R Headlamp & MH7 Black Headlamp + Powercase
@outdoorresearch - 1 set of Kids Rambler Sun Hat, Kids Helios Sun Hat, Adult Helios Sun Hat, Women’s Oasis Sun Hat
@n_o_c_s - 1 pair 8x25 Nocs and a strap
@falcon.guides - 1 book set of Knots for Kids, Camping’s Top Secrets, Moms Who Hike, Discovering the Appalachian Trail
@benchmarkmaps - 3 Maps/Atlas of choice region
@ruffwear - 1 set of Swamp Cooler Zip, Front Range Day Pack, Front Range Leash and a Bivvy Bowl
@adventuremedicalkits - 1 Adventure Medical Kits Mountain Backpacker Medical Kit and Wilderness & Travel Medicine Book
@ospreypacks - 1 Poco Child Carrier, 1 Sportlite 25, 1 Daylite Kids Pack

To enter:
Step 1: Like this post 
Step 2: Follow each of the brands above on Instagram 
Step 3: Head to the giveaway link in our bio to enter 
 
Giveaway closes Monday 8/29/22 at 11:59 PM MT. ONE random winnder will be selected and notified by email.
 
* This giveaway is not sponsored, endorsed, or administered by Instagram and you must be over 18 years old, and located in the United States, to receive the prize. Enter between August 23 and August 29 to qualify.
 
#OspreyPacks",create text for family hiking giveaway
"We had the pleasure of playing a humble role in Kismet's summit here. Many more to come, no doubt. | 🎥  @morwild | Featured pack the Daylite Kids Series | #OspreyPacks",write a post about a backpack being used for hiking with kids
"For two days this August, a small team of Osprey associates and partners climbed high into the San Juan Mountains in Southwest Colorado to help construct trails. Their mission was to assist the @colorado14ersinitiative with their two-year trail relocation project on the slopes of the Wilson Massif. Each person carried their favorite Osprey packs loaded down with gear for the weekend, enough chocolate to last a week and a single beer (for chili dinner). 

#OspreyPacks",write a post about backpacking and trail construction with Osprey packs
Nicole chose to beautifully embroider her pack and we are in love. How do you bring your creativity on adventures? | 📷 and 🧵 @nicole.quiram | Featured pack from the Daylite Plus Series | #OspreyPacks,write a post about customizing backpacks
"Don't feed the wildlife, but safely admire them. | 📷 @Okaimarie_ | Featured pack from the Manta/Mira Series | #OspreyPacks",write a caption for a backpack post featuring wildlife photography
Robinhood and Little John gone fishing. | 🎥 @nomad.mick | Featured pack from the Atmos/Aura AG Series | #OspreyPacks,write a caption for a backpack post featuring fishing
"Oh! Well, hi there! | 🎥 @kacystinson | Featured pack from the Daylite Series | #OspreyPacks",write a creative caption for a backpack post
"On March 12, #OspreyAthlete @PaysonMcElveen took the hardest fall he’s ever taken as a cyclist.
“I knew immediately that I had a broken collarbone and a broken hand.”
His injuries knocked him out of the Sea Otter Classic, but on June 4, he showed up to Emporia, Kansas, for Garmin UNBOUND Gravel, ready for redemption.

Watch Payson’s full story 🎥, dropping at Noon, MST today on YouTube. Link in bio.

#OspreyPacks | Featured pack from the all new Duro/Dyna Series",write a post about a cyclist overcoming injuries with the help of a backpack
"This year, #OspreyAthlete Tyler Green (@narrowgreenarrow) competed in the Western States Endurance Run (@wser), putting in a heroic effort to secure a fourth-place finish and shave roughly 14 minutes off his 2021 performance (M2).
 
“… what I wanted most was to give the best out of myself, and that’s what this race does.” – Tyler Green,

Tyler’s brother, writer Jordan Green (@jordangreenwords), helped document Tyler’s preparation and experience for this year’s race, giving us an insider’s perspective into what it truly takes to walk—er, run—in Tyler’s shoes. Needless to say, we’re awed.

Head to the link in our bio to read about Tyler's journey.

📷 1: Andy Cochran @andrewfitts
📷 2: Vasily Samoylov @vspicturescom
📷 3: Andy Cochran @andrewfitts

Feature pack: Duro 1.5 | #OspreyPacks",write a post about a runner using an Osprey backpack in a race
Comfort on your back carrying the comfort for your feet. | 📷 @wellgosh | Featured pack from the Heritage Simplex Series | #OspreyPacks,write a caption for a backpack post with a focus on comfort and style
Embrace the adventure. | 📷 @talesbyjosh and @blackscottishadventurers | Featured pack from the Raptor/Raven Series | #OspreyPacks,write a caption for a backpack post featuring a photo taken during an adventure
That Friday anxiety waiting for the weekend to officially start. | 🎥 @michelle.outdoors | Featured pack from the Rook/Renn Series | #OspreyPacks,write caption for backpack post with Friday vibes
Katahdin is not only the highest peak in Maine but it's sacred to the Penobscot people Indigenous to the are. Baxter State Park a great place to pack in whether it's been a few months of trekking the AT or just for the night. | 🎥 @My__Maine | Featured pack from the Exos/Eja Series | #OspreyPacks,write a post about backpacking in Katahdin with a mention of Osprey Packs
She's a 10 but herds you along the trail. She's a 10. | 📷 @herdthis | Featured pack from the Kestrel/Kyte Series | #OspreyPacks,write caption for backpack photo with a mountain view
"Asking for help is a sign of strength, not weakness. | 🎥 @katyrobinbird | Featured pack from the Kids Hydrajet Series | #OspreyPacks",write a motivational post about backpacks
Consider bad weather an excuse to do it all again! | 🎥 @outofthewoods | Featured pack from the Exos/Eja Series | #OspreyPacks,write a caption for a backpack post featuring the Exos/Eja Series
Take a moment to yourself. You deserve it. | 🎥  @thegeoproject | Featured pack from the Hikelite Series | #OspreyPacks,write a caption for a relaxing backpack video
Your mental health is just as important as the health of those you care for. | 🎥  @copingwithlindsey | Featured pack from the Poco Plus Series | #OspreyPacks,write a post about the importance of mental health and feature a backpack from the Poco Plus Series
Totally worth it for the wet dog smell. | 📷 @F2cockapoowoody | Featured pack from the Daylite Waist Series | #OspreyPacks,write a caption for a backpack post featuring a dog
Binoculars and backpacks are a birder’s best bud! | 📷 @anexismorales | Featured pack from the Skarab/Skimmer Series | #OspreyPacks,write a post about backpacks for birdwatching
"We're excited to join @latinooutdoors in celebrating Latino Conservation Week, July 16-24!

“Connecting children, families, early career professionals, students, and individuals to nature … is a matter of providing space within these open spaces where we can break into Spanish and English, share stories of abuelas and tíos y tías, comida y casa, stories of immigration and migration, stories that allow us to be ourselves, to celebrate ourselves, and to know that we are part of a larger community.” – Christian La Mont, Yo Cuento Program Manager for @latinooutdoors

Learn more about LO & Latino Conservation Week via the link in our bio! #OspreyPacks #OspreyPartners

📷 1 & 3 @vero_wandering
📷  2 @ocasiophoto

#LatinoConservationWeek #LCW2022 #RecreateResponsibly #ConservationCultura #AguaEsVida #AdvocacyAfuera #ComunidadYFamilia #DiversifyOutdoors #YoCuento #CelebrateLCW2022",write caption for instagram post about backpacks and Latino Conservation Week
"Somestimes the best adventure partners are the ones who raised you. | 🎥 @kendraslagter | Featured packs from the Levity/Lumina, Exos/Eja and Aether/Ariel Series | #OspreyPacks",write a caption for a video showcasing different backpack series
The trail is your own cinematic experience. | 🎥 @ethanjsphotography | Featured pack from the Kestrel/Kyte Series | #OspreyPacks,write a caption for a backpack post featuring a cinematic trail experience
Have you ever tried fast packing? It's essentially backpacking for runners. | 📷 @run_forest_run_repeat | Featured pack from the Stratos/Sirrus Series | #OspreyPacks,write a post about backpacking for runners with a picture of the Stratos/Sirrus Series backpack
Maybe this will help you get through the rest of the week. | 🎥 @damiracora | Featured pack from the Manta/Mira Series | #OspreyPacks,write a short motivational post about backpacks
Always check your rear and roof before driving off! | 📷 @judethexterra | Featured pack from the Volt/Viva Series | #OspreyPacks,write a caption for a backpack safety post
"We are proud to be sponsoring Rezduro 2022! Rezduro is the first Indigenous-led MTB enduro race organized by Diné (Navajo) folks on Diné Lands in Hardrock, Arizona.

Follow @rezduro for more information and to register today!

Did you know Otis Williams (slide 2) of Aneth, UT, is Osprey’s longest-running Diné (Navajo) employee? Otis has been with Osprey since the 90s!

📸 1: @josh__conroy of @four6n2

#Rezduro #Rezduro2022 #MTBEnduro #Diné #OspreyPacks",write a post about Osprey's sponsorship of Rezduro 2022 and their Diné (Navajo) employee
"@ThruHikeSyndicate ambassador @rebekahsutherland_ (trail name: Recipe) is moving mountains and forging streams along the PCT this summer. We can't get enough of her contagious joy, humor, and stoke for the trail. | 🎥 @rebekahsutherland_ | Featured pack from the Exos/Eja Series | #OspreyPacks #ThruHikeSyndicate",write a post about a backpack ambassador on the PCT
"Ok fine, we'll play. #OspreyPacks",create a short and catchy Instagram post about backpacks
"Born to Run.

Elevate your running potential and reach your race-day goals with our redesigned Duro™ | Dyna Family sets the pace and keeps you hydrated to run your best.

Featuring a brand-new lightweight style for the minimalist trail or road runner and significant upgrades for a just-right women’s-specific fit.

#OspreyPacks",write a post about a new running backpack
What unique adventures have you been able to take your kids on in a Poco? | 🎥@hollyjonesfishing | Featured pack from the Poco Series | #OspreyPacks,write a post about using a backpack for outdoor adventures with kids
Larger than life itself. | 📷@erikallizette | Featured pack from the Daylite Sling Series | #OspreyPacks,write a caption for a photo of a backpack from the Daylite Sling Series
The curiosity and open minds of today's kids will lead us into a bright tomorrow. | 📷 @ashleym_farris | Featured pack from the Moki Series | #OspreyPacks,write a caption for a backpack photo featuring a child
"Did you know a music studio could fit into a pack to make music from beautiful places? We didn't either, until now. | 🎥@diveaksshschae | Featured pack from the Farpoint/Fairview Series | #OspreyPacks",write a post about using a backpack for carrying a music studio
"Good trail systems don’t just happen by themselves, and great trail systems are even harder to come by. 

Thankfully, the folks at the International Mountain Bicycling Association (@imba_us) have the vision, dedication and expertise to make it happen for communities all over the globe. Through advocacy, grants, partnership and education, IMBA helps communities like yours increase access and opportunity for mountain bikers so more people can benefit from adventure on two wheels.

Read more via the link in our bio. | #OspreyPacks #OspreyPartners",write a post about the partnership between Osprey Packs and International Mountain Bicycling Association
Lead the way! 🎣 | 🎥  @ourcaliforniaadventures | Featured pack from the Kids Jet Series | #OspreyPacks,write a caption for a backpack post featuring a fishing adventure
All smiles after a weekend outdoors! | 📷 @lucious99 | Featured pack from the Rook/Renn Series | #OspreyPacks,write caption for instagram post featuring backpack from Rook/Renn Series
Bring the kids outside this holiday weekend and make some memories together! | 📷 @raisinghikers | Featured packs from the Daylite Kids' Series | #OspreyPacks,write a post about using backpacks for family outdoor activities
That's what best friends are for! | 📷 @douganash @goosethefoxred @coaperform | Featured pack from the Daylite Series | #OspreyPacks,write a caption for a photo of a backpack with friends
The best part of any run is the chance to enjoy a view your body brought you to. | 📷 @brittmg_ | Featured pack from the Duro/Dyna Series | #OspreyPacks,write a caption for a running-themed backpack post
😍 Horizons with a life of their own. | 📷 @katesscapes | Featured pack from the Daylite Series | #OspreyPacks,write a caption for a backpack photo with a scenic view
"You're almost there, the weekend is just around the corner. | 📷 @mlbourne | Featured pack from the Aether/Ariel Series | #OspreyPacks",write a caption for a backpack photo
Can someone provide research to back up the serotonin we get from high fives with dogs? | 📷 @laureninthesouthwest | Featured pack from the Skarab/Skimmer Series | #OspreyPacks,write a post about the benefits of backpacks for hiking with a picture of the Skarab/Skimmer Series pack.
You don't have to be on top of the peaks to revel in their beauty. | 📷 @thehikediary | Featured pack from the Aether/Ariel Series | #OspreyPacks #OldSchoolOsprey,write a caption for a backpack photo in nature
"Your travel essentials should be able to go anywhere. 

Inspire your long-awaited getaway with Osprey travel solutions. 

#OspreyPacks",write a travel-themed backpack advertisement
Larger than life itself. | 📷 @pablofotografiaschile | Featured pack from the Aether/Ariel Series | #OspreyPacks,write a caption for a backpack photo
"Whether you’re pushing your done-in-a-day definition or planning a lean backpacking trip, reach for the redesigned Stratos|Sirrus™ Series. A refined fit and significantly improved ventilation elevate these packs to new heights this season. 

#OspreyPacks",write a description for the new Stratos|Sirrus™ Series backpacks
Live it up! | 🎥  @canadianadventuremama | Featured pack from the Poco Series | #OspreyPacks,write a caption for a video featuring the Poco Series backpack
Do you prefer steep and sheer ridges or rolling green hills? | 📷 @edutdoors_ | Featured pack from the Atmos/Aura AG Series | #OspreyPacks,write a caption for a backpack photo with a scenic view
"Rain, snow, or sunshine, we're glad you're here and out there. | 📷  @lassosafroworld of @nwtorrey | Featured pack from the Skarab/Skimmer Series | #OspreyPacks",write a caption for a backpack photo in different weather conditions
Have you ever experienced the relief of a cool slot canyon in the summer? | 📷 @hales_trails | Featured pack from the Stratos/Sirrus Series | #OspreyPacks,write a caption for a backpack post featuring a photo of a slot canyon
"You’ve got places to go. We’ve got lifestyle packs to get you there.

Shop our Lifestyle packs via the link in our bio. | #OspreyPacks",write a short advertisement for lifestyle backpacks
Remember to stop and take a moment to reflect. | 📷 @prettyliltraveler | Featured pack from the Farpoint/Fairview Series | @OspreyPacks,write a reflective caption for an Instagram post featuring an Osprey backpack from the Farpoint/Fairview Series.
"In honor of the trails and natural areas that bring balance to our lives, this June 24-30, 5% of our online sales will be donated to American Hiking Society. Shop for summer gear and help improve trail access for millions of Americans. 

Trails, and their restorative power, deserve to be celebrated. 

Shop through the link in our bio. #OspreyPacks #AmericanHiking",write a post about supporting American Hiking Society with backpack purchase
"What does an author, an entomologist, a human rights activist and an electric vehicle engineer have in common? Their meaningful connections to the outdoors.

Meet our 2022 Osprey Ambassadors, a collective of 14 individuals who live with enthusiasm, engagement and a commitment to their respective communities. Each of them brings their unique voice to our ongoing conversations about climate action and environmental stewardship, DEI in the outdoors, outdoor recreation and education, and community building—the pillars we stand on as a company. 

We welcome them heartily to the Osprey family and can’t wait to see where their pursuits guide them this year. 
Join us in welcoming Alexandra Garcia, Bhavana Prabhakar & Shashank Vijay, Amber Chang, R. Isai Madriz, Nicol Nguyen, Craig Childs, Samara Almonte, Marinel de Jesus, Jacki Nourse, Brooke Ruble, Irine Wangechi, Jose Gonzalez , and Celeste Thompson to the Osprey Ambassador team!

Learn more about these great folks via the link in our bio! #OspreyPacks #OspreyAmbassador",write a post introducing the 2022 Osprey Ambassadors and their connection to the outdoors
We love a pack that lasts. | 📷 @chrisisbruce | Featured pack from the Aether/Ariel AG Series | #OldSchoolOsprey #OspreyPacks,write a post about durable backpacks
Some views are just as good as the company you enjoy them with. | 📷 @labchamp_life | Featured pack from the Volt/Viva Series | #OspreyPacks,write a caption for a backpack photo with a scenic view
It's only June and we are already missing those glacial views and cooler temperatures. | 📷 @tracy_gall | Featured pack from the Soelden/Sopris Series | #OspreyPacks,write caption for instagram post featuring backpack in a mountainous setting
